id,name,type_1,type_2,ability_1,ability_2,hidden_ability,classification,hp,attack,defense,special_attack,special_defense,speed,color,height(m),weight(kg),shape,habitat,egg_group_1,egg_group_2,held_items,is_legendary,flavor_text
11,Metapod,bug,,shed-skin,,,Cocoon Pokémon,50,20,55,25,25,30,green,0.7,9.9,squiggle,forest,bug,,,False,"It prepares for evolution by har  dening its shellas much as possi  ble to protect its soft body. Its hard shell doesn’t crack a bit even if Pikipek pecks at it, but it will tip over, spilling out its insides. Its shell is filled with a thick liquid. All of the cells throughout its body are being rebuilt in preparation for evolution. A steel-hard shell protects its tender body. It quietly endures hardships while awaiting evolution. Inside the shell, it is soft and weak as it prepares to evolve. It stays motionless in the shell. Inside the shell, it is soft and weak as it pre pares to evolve. It stays motion  less in the shell. Its shell is hard, but it’s still just a bug shell. It’s been known to break, so intense battles with it should be avoided. Its shell is filled with its soft innards. It doesn’t move much because of the risk it might carelessly spill its innards out. Hardens its shell to protect itself. However, a largeimpact may cause it to pop out of its shell. This is its pre- evolved form. At this stage, it canonly harden, so it remains motionless to avoid attack. It is waiting for the moment to evolve. At this stage, it can only harden, so it remains motionless to avoid attack. Its shell is as hard as an iron slab. A METAPOD does not move very much because it is preparing its soft innards for evolution inside the shell. This Pokémon is vulnerable to attack while its shell is soft, exposing its weak and tender body. This POKéMON is vulnerable to attack while itsshell is soft, exposing its weak and tender body. The shell covering this POKéMON’s body is as hard as an iron slab. METAPOD does not move very much.It stays still because it is preparing its soft innards for evolution inside the hard shell. The shell covering this Pokémon’s body is as hard as an iron slab. Metapod does not move very much. It stays still because it is preparing its soft innards for evolution inside the hard shell. This POKéMON is vulnerable to attack while its shell is soft, exposing its weak and tender body. It prepares for evolution by hardening its shell as much as possible to protect its soft body. Hardens its shell to protect itself. However, a large impact may cause it to pop out of its shell. Even though it is encased in a sturdy shell, the body inside is tender. It can’t withstand a harsh attack."
12,Butterfree,bug,flying,compound-eyes,,tinted-lens,Butterfly Pokémon,60,45,50,90,80,70,white,1.1,32.0,bug-wings,forest,bug,,silver-powder,False,"Once it has opponents trapped in a tornado that could blow away a 10-ton truck, it finishes them off with its poisonous scales. In battle, it flaps its wings at high speed torelease highly toxic dust into the air. It collects honey every day. It rubs honey onto the hairs on its legs to carry it back to its nest. BUTTERFREE has a superior ability to search for delicious honey from flowers.It can even search out, extract, and carry honey from flowers that are blooming over six miles from its nest. The wings are protected by rain-repellent dust. As a result, this Pokémon can fly about even in rain. It loves the honey of flowers and can locate flower patches that have even tiny amounts of pollen. When attacked by other Pokémon, it defends itself by scattering its poisonous scales and fluttering its wings. Water-repellent powder on its wings enables it to collect honey, even in the heaviest of rains. It has a superior ability to search for delicious honey from flowers. It can seek, extract, and carry honey from flowers blooming over six miles away. Butterfree has a superior ability to search for delicious honey from flowers. It can even search out, extract, and carry honey from flowers that are blooming over six miles from its nest. Its wings are covered in toxic scales. If it finds bird Pokémon going after Caterpie, Butterfree sprinkles its scales on them to drive them off. Crystallized Gigantamax energy makes up this Pokémon’s blindingly bright and highly toxic scales. Water-repellent powder on its wings enables itto collect honey, even in the heav  iest of rains. Close examination of its large eyes reveals that each eye is composed of a myriad of tiny eyes. In battle, it flaps its wings at great speed to release highly toxic dust into the air. It flits from flower to flower, collecting honey.It can even identify distant flowers in bloom. It collects honey every day. It rubs honey onto thehairs on its legs to carry it back to its nest. Nectar from pretty flowers is its favorite food. In fields of flowers, it has heated battles with Cutiefly for territory. The wings are protected by rain-repellent dust. As a result, this POKéMON can fly about even in rain. Its wings, covered with poisonous powders, repelwater. This allows it to fly in the rain. Its wings, covered with poisonous powder, repel water. This allows it to fly in the rain."
13,Weedle,bug,poison,shield-dust,,run-away,Hairy Bug Pokémon,40,35,30,20,20,50,brown,0.3,3.2,armor,forest,bug,,,False,"It attacks using a two-inch poison barb on its head. It can usually be found under the leaves it eats. It attacks using a two-inch poison barb on its head.It can usually be found under the leaves it eats. Often found in forests, eating leaves. It has a sharp stinger on its head that injects poison. It eats its weight in leaves every day. It fends off attackers with the needle on its head. WEEDLE has an extremely acute sense of smell. It is capable of distinguishing itsfavorite kinds of leaves from those it dislikes just by sniffing with its big red proboscis (nose). Its poison stinger is very powerful. Its bright-coloredbody is intended to warn off its enemies. A WEEDLE has an extremely acute sense of smell. It distinguishes its favorite kinds of leaves from those it dislikes by sniffing with its big red proboscis (nose). Weedle has an extremely acute sense of smell. It is capable of distinguishing its favorite kinds of leaves from those it dislikes just by sniffing with its big red proboscis (nose). Beware of the sharp stinger on its head. It hides in grass and bushes where it eats leaves. The barb on top of its head secretes a strong poison.It uses this toxic barb to protect itself. Often found in forests and grasslands. It has a sharp, toxic barb of around two inches on top of its head. Its poison stinger is very powerful. Its bright-colored body is intended to warn off its enemies. Often found in forests, eating leaves.It has a sharp venomous stinger on its head. Beware of the sharp stinger on its head. Ithides in grass and bushes where it eats leaves."
14,Kakuna,bug,poison,shed-skin,,,Cocoon Pokémon,45,25,50,25,25,35,yellow,0.6,10.0,squiggle,forest,bug,,,False,"Nearly incapable of movement, it leans againststout trees while waiting for its evolution. While awaiting evolution, it hides from predators under leaves and in nooks of branches. From this form, it will grow into an adult. As itsbody becomes soft  er, the external shell hardens. Kakuna remains virtually immobile as it clings to a tree. However, on the inside, it is extremely busy as it prepares for its coming evolution. This is evident from how hot the shell becomes to the touch. Although it is a cocoon, it can move a little. It can extend its poison barb if it is attacked. Able to move only slightly. When endangered, it may stick out its stinger and poison its enemy. From this form, it will grow into an adult. As its body becomes softer, the external shell hardens. Almost incapable of moving, this Pokémon can only harden its shell to protect itself when it is in danger. Almost incapable of moving, this POKéMON can only harden its shell to protect itself when it is in danger. This POKéMON is in a temporary stage while making its body. It is almost completely unable to move on its own. Although it is a cocoon, it can move a little. Itcan extend its poison barb if it is attacked. KAKUNA remains virtually immobile as it clings to a tree. However, on the inside, it is extremely busy as itprepares for its coming evolution. This is evident from how hot the shell becomes to the touch. It remains virtually immobile while it clings to a tree. However, on the inside, it busily prepares for evolution. This is evident from how hot its shell becomes. Almost incapable of moving, this POKéMON can onlyharden its shell to protect itself from predators. Able to move only slightly. When endangered, itmay stick out its stinger and poison its enemy."
15,Beedrill,bug,poison,swarm,,sniper,Poison Bee Pokémon,65,90,40,45,80,75,yellow,1.0,29.5,bug-wings,forest,bug,,poison-barb,False,"It uses sharp, poisonous stings to defeat prey,then takes the victim back to its nest for food. It flies at high speed and attacks using  the large venomous stingers on its forelegs and tail. BEEDRILL is extremely territorial. No one should ever approach its nest - this is for their own safety.If angered, they will attack in a furious swarm. May appear in a swarm. Flies at violent speeds, all the while stabbing with the toxic stinger on its rear. It has 3 poisonous stingers on its forelegs and itstail. They are used to jab its enemy repeatedly. It has three poison barbs. The barb on itstail secretes the most powerful poison. It can take down any opponent with its powerful poison stingers. It sometimes attacks in swarms. Flies at high speed and attacks using its largevenomous stingers on its forelegs and tail. Its legs have become poison stingers. It stabs its prey repeatedly with the stingers on its limbs, dealing the final blow with the stinger on its rear. It can take down any opponent with its powerful poi son stingers. It sometimes attacks in swarms. Beedrill is extremely territorial. No one should ever approach its nest—this is for their own safety. If angered, they will attack in a furious swarm. A BEEDRILL is extremely territorial. For safety reasons, no one should  ever approach its nest. If angered, they will attack in a swarm. Its best attack involves flying around at high speed, striking with poison needles, then flying off. It has three poisonous stingers on its forelegs and its tail. They are used to jab its enemy repeatedly. It has three poison barbs. The barb on its tail secretes the most powerful poison."
16,Pidgey,normal,flying,keen-eye,tangled-feet,big-pecks,Tiny Bird Pokémon,40,45,40,35,35,56,brown,0.3,1.8,wings,forest,flying,,,False,"Very docile. If attacked, it will often kick up sand to protect itself rather than fight back. Pidgey has an extremely sharp sense of direction. It is capable of unerringly returning home to its nest, however far it may be removed from its familiar surroundings. It rapidly flaps its wings in the grass, stirring upa dust cloud that drives insect prey out into the open. It has an extremely sharp sense of direction. It can unerringly return home to its nest, however far it may be removed from its familiar surroundings. Does not like to fight. It hides in tall grass and so on, foraging for food such as small bugs. It is docile and prefers to avoid conflict. If disturbed, however, it can ferociously strike back. PIDGEY has an extremely sharp sense of direction. It is capable of unerringly returninghome to its nest, however far it may be removed from its familiar surroundings. It usually hides in tall grass. Be  cause it dislikesfighting, it pro  tects itself by kicking up sand. Very docile. If attacked, it will often kick upsand to protect itself rather than fight back. A common sight in forests and woods. It flaps its wings at ground level to kick up blinding sand. Common in grassy areas and forests, it is very docile and will chase off enemies by flapping up sand. Common in grassy areas and forests, it is very docileand will chase off enemies by flap  ping up sand. It usually hides in tall grass. Because it dislikes fighting, it protects itself by kicking up sand. A common sight in forests and woods. It flaps itswings at ground level to kick up blinding sand."
17,Pidgeotto,normal,flying,keen-eye,tangled-feet,big-pecks,Bird Pokémon,63,60,55,50,50,71,brown,1.1,30.0,wings,forest,flying,,,False,"This Pokémon is full of vitality. It constantly flies around its large territory in search of prey. PIDGEOTTO claims a large area as its own territory. This POKéMON flies around, patrolling its living space.If its territory is violated, it shows no mercy in thoroughly punishing the foe with its sharp claws. This POKéMON is full of vitality. It constantlyflies around its large territory in search of prey. The claws on its feet are well developed. It can carry prey such as an Exeggcute to its nest over 60 miles away. It immobilizes its prey using well- developed claws,then carries the prey more than 60 miles to its nest. This POKéMON flies around, patrolling its large territory. If its living space is violated, it shows no mercy in thoroughly punishing the foe with its sharp claws. Very protective of its sprawling territorial area, this Pokémon will fiercely peck at any intruder. It has outstanding vision. However high it flies, itis able to distin  guish the move  ments of its prey. It flies over its wide territory in search of prey, downing it with its highly developed claws. It slowly flies in a circular pat  tern, all thewhile keeping a sharp lookout for prey. Very protective of its sprawling territorial area, this POKéMON will fiercely peck at any intruder. Pidgeotto claims a large area as its own territory. This Pokémon flies around, patrolling its living space. If its territory is violated, it shows no mercy in thoroughly punishing the foe with its sharp claws. It has outstanding vision. However high it flies, it is able to distinguish the movements of its prey. It renders its prey immobile using  well-developed claws, then carries the prey more than 60 miles to its nest. The claws on its feet are well developed. It can carry prey such as an EXEGGCUTE to its nest over 60 miles away. Very protective of its sprawling territorial area,this POKéMON will fiercely peck at any intruder."
18,Pidgeot,normal,flying,keen-eye,tangled-feet,big-pecks,Bird Pokémon,83,80,75,70,70,101,brown,1.5,39.5,wings,forest,flying,,,False,"When hunting, it skims the surface of water at high speed to pick off unwary prey such as Magikarp. By flapping its wings with all its might, PIDGEOT can make a gust of wind capable of bending tall trees. When hunting, it skims the surface of water at high speed to pick off unwary prey such as MAGIKARP. With its muscular strength now greatly increased, it can fly continuously for two weeks without resting. This POKéMON flies at Mach 2 speed, seeking prey.Its large talons are feared as wicked weapons. By flapping its wings with all its might, Pidgeot can make a gust of wind capable of bending tall trees. This Pokémon has a dazzling plumage of beautifully glossy feathers. Many Trainers are captivated by the striking beauty of the feathers on its head, compelling them to choose Pidgeot as their Pokémon. This POKéMON has gorgeous, glossy feathers. Many TRAINERS are so captivated by the beautiful feathers on its head that they choose PIDGEOT as their POKéMON. It spreads its gorgeous wings widely to intimidate enemies. It races through the skies at Mach-2 speed. Its outstanding vision allows it to spot splashingMAGIKARP, even while flying at 3300 feet. It spreads its beautiful wings wide to frighten its enemies. It can fly at Mach 2 speed. When hunting, it skims the surface of water at highspeed to pick off unwary prey such as MAGIKARP. Its well-developed chest muscles make it strong enough to whip up a gusty windstorm with just a few flaps. Its well-developed chest muscles make it strong enoughto whip up a gusty windstorm with just a few flaps. This Pokémon flies at Mach 2 speed, seeking prey. Its large talons are feared as wicked weapons. This POKéMON has a dazzling plumage of beautifully glossy feathers. Many TRAINERS are captivated by thestriking beauty of the feathers on its head, compelling them to choose PIDGEOT as their POKéMON. It spreads its beautiful wings wide to frightenits enemies. It can fly at Mach 2 speed."
19,Rattata,normal,,run-away,guts,hustle,Mouse Pokémon,30,56,35,25,35,72,purple,0.3,3.5,quadruped,grassland,ground,,chilan-berry,False,"Bites anything when it attacks. Small and very quick, it is a common sight in many places. A RATTATA is cautious in the extreme. Even while it is asleep, it constantly moves its ears and listens for danger. It will make its nest anywhere. Its whiskers provide it with a keen sense of smell, enabling it to pick up the scent of hidden food and locate it instantly. Its incisors grow continuously throughout its life. If its incisors get too long, this Pokémon becomes unable to eat, and it starves to death. It eats anything. Wherever food is available, it willsettle down and produce offspring continuously. This POKéMON's impressive vital  ity allows it tolive anywhere. It also multiplies very quickly. RATTATA is cautious in the extreme. Even while it is asleep, it constantly listens by moving its ears around.It is not picky about where it lives - it will make its nest anywhere. Cautious in the extreme, its hardy vitality lets it live in any kind of environment. Its fangs are long and very sharp. They grow continuously, so it gnaws on hard things to whittle them down. Living wherever there is food available, itceaselessly scav  enges for edibles the entire day. It searches for food all day. It gnaws on hard objects to wear down its fangs, which grow constantly during its lifetime. With their strong capacity for survival, they can live in dirty places without concern. Left unchecked, their numbers multiply rapidly. Will chew on anything with its fangs. If you see one, you can be certain that 40 more live in the area. Living wherever there is food available, it ceaselessly scavenges for edibles the entire day. It eats anything. Wherever food is available, it will settle down and produce offspring continuously. Will chew on any  thing with its fangs. If you seeone, it is certain that 40 more live in the area. Its incisors continue growing until its death. If its Trainer doesn’t offer it a file to gnaw on, it will gnaw on door frames, table legs, and so on. This Pokémon is common but hazardous. Its sharp incisors can easily cut right through hard wood. Rattata is cautious in the extreme. Even while it is asleep, it constantly listens by moving its ears around. It is not picky about where it lives—it will make its nest anywhere. Bites anything when it attacks. Small and veryquick, it is a common sight in many places."
20,Raticate,normal,,run-away,guts,hustle,Mouse Pokémon,55,81,60,50,70,97,brown,0.7,18.5,quadruped,grassland,ground,,"oran-berry,sitrus-berry,chilan-berry",False,"A RATICATE’s sturdy fangs grow steadily. To keep them ground down, it gnaws on rocks and logs. It may even chew on the walls of houses. It makes its Rattata underlings gather food for it, dining solely on the most nutritious and delicious fare. Gnaws on anything with its tough fangs. It can even topple concrete buildings by gnawing on them. The webs on its hind legs enable it to cross rivers. It searches wide areas for food. Its hind feet are webbed, so it’s a strong swimmer. It can cross rivers and sometimes even oceans. Its whiskers help it to maintain balance. Its fangsnever stop grow  ing, so it gnaws to pare them down. Its whiskers are essential for maintaining its balance. No matter how friendly you are, it will get angry and bite you if you touch its whiskers. Its hind feet are webbed. They act as flippers, so it can swim in rivers and hunt for prey. With its long fangs, this surprisingly violent Pokémon can gnaw away even thick concrete with ease. Its whiskers help it to maintain balance. Its fangs never stop growing, so it gnaws to pare them down. Gnaws on anything with its tough fangs. It can eventopple concrete buildings by gnaw  ing on them. RATICATE’s sturdy fangs grow steadily. To keep them ground down, it gnaws on rocks and logs.It may even chew on the walls of houses. It uses its whiskers to maintain its balance. It apparently slows down if they are cut off. Its disposition is far more violent than its looks would suggest. Don’t let your hand get too close to its face, as it could bite your hand clean off. Its hind feet are webbed. They act as flippers, soit can swim in rivers and hunt for prey. Raticate’s sturdy fangs grow steadily. To keep them ground down, it gnaws on rocks and logs. It may even chew on the walls of houses. People say that it fled from its enemies by using its small webbed hind feet to swim from island to island in Alola. The webs on its hind legs enable it to crossrivers. It search  es wide areas for food. It whittles its constantly growing fangs by gnawing on hard things. It can chew apart cinder walls. Its rear feet have three toes each. They are webbed, enabling it to swim across rivers. It uses its whis  kers to maintain its balance.It apparently slows down if they are cut off."
21,Spearow,normal,flying,keen-eye,,sniper,Tiny Bird Pokémon,40,60,30,31,31,70,brown,0.3,2.0,wings,rough-terrain,flying,,sharp-beak,False,"Farmers whose fields are troubled by bug Pokémon appreciate Spearow for its vigorous appetite and look after it. To protect its territory, it flies aroundceaselessly, making high- pitched cries. It flaps its small wings busily to fly. Using its beak, it searches in grass for prey. Eats bugs in grassy areas. It has to flap its short wings at high speed to stay airborne. It flaps its short wings to flush out insects from tallgrass. It then plucks them with its stubby beak. It flaps its short wings to flush out insects from tall grass. It then plucks them with its stubby beak. Very protective of its territory, it flaps its shortwings busily to dart around at high speed. Very protective of its territory, it flaps its short wings busily to dart around at high speed. Spearow has a very loud cry that can be heard over half a mile away. If its high, keening cry is heard echoing all around, it is a sign that they are warning each other of danger. Eats bugs in grassy areas. It has to flap itsshort wings at high speed to stay airborne. Its reckless nature leads it to stand up to others—even large Pokémon—if it has to protect its territory. Due to its short wings, it can’t fly long distances. It wanders about restlessly and pecks at bug Pokémon. Its short wings make it inept at flying. It moves about hurriedly and pecks at Bug-type Pokémon in the tall grass. Inept at flying high. However, it can fly aroundvery fast to protect its ter  ritory. Its loud cry can be heard over half a mile away. If its high, keening cry is heard echoing all around, it is a sign that they are warning each other of danger. SPEAROW has a very loud cry that can be heard over half a mile away. If its high, keening cry is heardechoing all around, it is a sign that they are warning each other of danger. It busily flits around here and there. Even if it is frail, it can be a tough foe that uses MIRROR MOVE. Inept at flying high. However, it can fly around very fast to protect its territory."
22,Fearow,normal,flying,keen-eye,,sniper,Beak Pokémon,65,90,65,61,61,100,brown,1.2,38.0,wings,rough-terrain,flying,,sharp-beak,False,"FEAROW is recognized by its long neck and elongated beak. They are conveniently shaped forcatching prey in soil or water. It deftly moves its long and skinny beak to pluck prey. With its huge and magnificent wings, it can keep aloftwithout ever having to land for rest. A Pokémon that dates back many years. If it senses danger, it flies high and away, instantly. Its huge and magnificent wings can keep it aloft in the sky. It can remain flying a whole day without landing. It cleverly uses its thin, long beak to pluck andeat small insects that hide under the ground. It shoots itself suddenly high into the sky, then plummets down in one fell swoop to strike its prey. Carrying food through Fearow’s territory is dangerous. It will snatch the food away from you in a flash! In Alola, fish Pokémon are its prey. It can be seen circling above the ocean searching for food. It shoots itself suddenly high into the sky, thenplummets down in one fell swoop to strike its prey. With its huge and magnificent wings, it can keep aloft without ever having to land for rest. Fearow is recognized by its long neck and elongated beak. They are conveniently shaped for catching prey in soil or water. It deftly moves its long and skinny beak to pluck prey. A POKéMON that dates back many years. If itsenses danger, it flies high and away, instantly. Drawings of a Pokémon resembling Fearow can be seen in murals from deep in ancient history. It uses its long beak to attack. It has a surprisinglylong reach, so it must be treated with caution. It has the stamina to fly all day on its broad wings. It fights by using its sharp beak. It has the stamina to keep flying all day on its broad wings. It fights by using its sharp beak. It’s tough and has excellent stamina. It has no problem flying continuously for a whole day carrying a heavy load. It cleverly uses its thin, long beak to pluck and eat small insects that hide under the ground. Its long neck and elongated beak are ideal for catching prey in soil or water. It deftly moves this extended and skinny beak to pluck prey."
